0,0,0,-0.185667752,-0.071661238,-0.309446254,-0.273615635,-0.237785016,-0.459283388,-0.110749186,-0.540716612,-0.293159609,-0.521172638,-0.325732899,-0.749185668,-0.332247557,-0.882736156,-0.335504886,-1,-0.16286645,-0.524429967,-0.188925081,-0.71009772,-0.195439739,-0.566775244,-0.188925081,-0.433224756,-0.039087948,-0.498371336,-0.058631922,-0.61237785,-0.074918567,-0.436482085,-0.071661238,-0.312703583,0.078175896,-0.446254072,0.048859935,-0.563517915,0.022801303,-0.436482085,0.019543974,-0.325732899
0,0,0,-0.171974522,-0.063694268,-0.302547771,-0.270700637,-0.238853503,-0.461783439,-0.117834395,-0.554140127,-0.289808917,-0.515923567,-0.321656051,-0.742038217,-0.328025478,-0.878980892,-0.328025478,-1,-0.162420382,-0.512738854,-0.181528662,-0.694267516,-0.187898089,-0.550955414,-0.184713376,-0.423566879,-0.041401274,-0.487261146,-0.054140127,-0.601910828,-0.076433121,-0.426751592,-0.079617834,-0.308917197,0.076433121,-0.439490446,0.047770701,-0.554140127,0.01910828,-0.423566879,0.015923567,-0.324840764
0,0,0,-0.174603175,-0.066666667,-0.304761905,-0.266666667,-0.241269841,-0.457142857,-0.107936508,-0.53968254,-0.288888889,-0.520634921,-0.326984127,-0.749206349,-0.333333333,-0.882539683,-0.336507937,-1,-0.158730159,-0.517460317,-0.180952381,-0.657142857,-0.177777778,-0.504761905,-0.165079365,-0.384126984,-0.038095238,-0.492063492,-0.053968254,-0.593650794,-0.06984127,-0.419047619,-0.066666667,-0.304761905,0.079365079,-0.447619048,0.050793651,-0.552380952,0.025396825,-0.425396825,0.022222222,-0.326984127
0,0,0,-0.170347003,-0.063091483,-0.296529968,-0.268138801,-0.223974763,-0.451104101,-0.100946372,-0.539432177,-0.280757098,-0.511041009,-0.318611987,-0.744479495,-0.324921136,-0.880126183,-0.324921136,-1,-0.154574132,-0.507886435,-0.170347003,-0.652996845,-0.167192429,-0.488958991,-0.154574132,-0.372239748,-0.034700315,-0.485804416,-0.044164038,-0.586750789,-0.059936909,-0.403785489,-0.059936909,-0.299684543,0.078864353,-0.438485804,0.059936909,-0.545741325,0.034700315,-0.413249211,0.031545741,-0.321766562
0,0,0,-0.172955975,-0.059748428,-0.305031447,-0.261006289,-0.242138365,-0.449685535,-0.110062893,-0.537735849,-0.29245283,-0.512578616,-0.333333333,-0.745283019,-0.339622642,-0.880503145,-0.339622642,-1,-0.166666667,-0.512578616,-0.182389937,-0.65408805,-0.176100629,-0.493710692,-0.166666667,-0.380503145,-0.047169811,-0.490566038,-0.053459119,-0.591194969,-0.06918239,-0.41509434,-0.06918239,-0.305031447,0.066037736,-0.443396226,0.050314465,-0.550314465,0.022012579,-0.424528302,0.01572327,-0.327044025
0,0,0,-0.175548589,-0.068965517,-0.304075235,-0.278996865,-0.24137931,-0.473354232,-0.12539185,-0.564263323,-0.288401254,-0.510971787,-0.326018809,-0.742946708,-0.335423197,-0.877742947,-0.338557994,-1,-0.163009404,-0.507836991,-0.169278997,-0.664576803,-0.172413793,-0.507836991,-0.169278997,-0.382445141,-0.040752351,-0.485893417,-0.047021944,-0.595611285,-0.068965517,-0.423197492,-0.078369906,-0.307210031,0.068965517,-0.435736677,0.053291536,-0.545454545,0.02507837,-0.420062696,0.018808777,-0.326018809
0,0,0,-0.169278997,-0.065830721,-0.297805643,-0.260188088,-0.235109718,-0.448275862,-0.115987461,-0.536050157,-0.285266458,-0.514106583,-0.326018809,-0.746081505,-0.332288401,-0.880877743,-0.332288401,-1,-0.159874608,-0.510971787,-0.169278997,-0.65830721,-0.166144201,-0.504702194,-0.156739812,-0.385579937,-0.040752351,-0.489028213,-0.043887147,-0.592476489,-0.059561129,-0.420062696,-0.065830721,-0.307210031,0.072100313,-0.438871473,0.059561129,-0.548589342,0.034482759,-0.423197492,0.02507837,-0.329153605
0,0,0,-0.175,-0.06875,-0.30625,-0.284375,-0.2375,-0.475,-0.10625,-0.546875,-0.2875,-0.509375,-0.321875,-0.74375,-0.33125,-0.88125,-0.33125,-1,-0.159375,-0.50625,-0.16875,-0.65,-0.16875,-0.48125,-0.159375,-0.365625,-0.040625,-0.48125,-0.04375,-0.5875,-0.065625,-0.4125,-0.071875,-0.303125,0.06875,-0.434375,0.059375,-0.54375,0.028125,-0.41875,0.01875,-0.33125
0,0,0,-0.178125,-0.065625,-0.3125,-0.271875,-0.25,-0.45625,-0.125,-0.55,-0.290625,-0.509375,-0.33125,-0.74375,-0.3375,-0.878125,-0.3375,-1,-0.16875,-0.509375,-0.1875,-0.659375,-0.18125,-0.5,-0.171875,-0.384375,-0.05,-0.4875,-0.0625,-0.596875,-0.078125,-0.421875,-0.08125,-0.3125,0.065625,-0.440625,0.04375,-0.553125,0.015625,-0.428125,0.00625,-0.33125
0,0,0,-0.175548589,-0.065830721,-0.304075235,-0.275862069,-0.238244514,-0.467084639,-0.112852665,-0.55799373,-0.297805643,-0.514106583,-0.332288401,-0.746081505,-0.338557994,-0.880877743,-0.34169279,-1,-0.169278997,-0.514106583,-0.184952978,-0.677115987,-0.181818182,-0.510971787,-0.175548589,-0.382445141,-0.047021944,-0.492163009,-0.056426332,-0.598746082,-0.072100313,-0.420062696,-0.07523511,-0.313479624,0.068965517,-0.445141066,0.05015674,-0.554858934,0.021943574,-0.429467085,0.015673981,-0.338557994
